lncRNAs	SRR5816403	SRR5816404	SRR5816405	SRR5816406	SRR5816407	SRR5816409	SRR5816412	SRR5816413	SRR5816414	SRR5816415	SRR5816416	SRR5816417	SRR5816422	SRR5816423	SRR5816424	SRR5816425	SRR5816426	SRR5816427	SRR5816431	SRR5816432	SRR5816433	SRR5816434	SRR5816435	SRR5816436	SRR5816399	SRR5816401	SRR5816402	SRR5816408	SRR5816410	SRR5816411	SRR5816419	SRR5816420	SRR5816421	SRR5816428	SRR5816429	SRR5816430	SRR6002855	SRR6002856	SRR6002857	SRR6002858	SRR6002859	SRR6002860	SRR6002861	SRR6002862	SRR6204755	SRR6204756	SRR7550104	SRR7550105	SRR7550106	SRR7550107	SRR7550108	SRR7550109	SRR7550110	SRR7550111	SRR7550112	SRR7550113	SRR7550114	SRR7550115	SRR7550116	SRR7550117	SRR7550118	SRR7550119	SRR7550120	SRR7550121	SRR7550122	SRR7550123	SRR7550124	SRR7550125	SRR7550126	SRR7550127	SRR8245084	SRR8245085	SRR8245086	SRR8245087	SRR8245088	SRR8245089	SRR8245090	SRR8245091	SRR8245092	SRR8245093	SRR8245094	SRR8245095	SRR8518510	SRR8518511	SRR8518512	SRR8518513	SRR8518514	SRR8518515	SRR10015151	SRR10015152	SRR10015153	SRR10015154	SRR10015155	SRR10015156	SRR10015157	SRR10015158	SRR10015159	SRR10015160	SRR10015161	SRR10015162	SRR10015163	SRR10015164	SRR10015165	SRR10015166	SRR10015167	SRR10015168	ERR5730247	ERR5730248	ERR5730250	ERR5730252	ERR5730254	ERR5730256	ERR5730259	ERR5730261	ERR5730263	ERR5730268	ERR5730270	ERR5730273	ERR5730275	ERR5730277	ERR5730279	ERR5730280	ERR5730282	ERR5730285	ERR5730287	ERR5730208	ERR5730209	ERR5730210	ERR5730211	ERR5730212	ERR5730213	ERR5730214	ERR5730215	ERR5730216	ERR5730217	ERR5730218	ERR5730219	ERR5730220	ERR5730221	ERR5730222	ERR5730223	ERR5730224	ERR5730225	ERR5730226	ERR5730227	ERR5730228	ERR5730229	ERR5730230	ERR5730231	ERR5730232	ERR5730235	ERR5730236	ERR5730237	ERR5730238	ERR5730239	ERR5730240	ERR5730243	ERR5730246	ERR5730233	ERR5730234	ERR5730241	ERR5730242	ERR5730244	ERR5730245	ERR5730249	ERR5730251	ERR5730253	ERR5730255	ERR5730257	ERR5730258	ERR5730260	ERR5730262	ERR5730264	ERR5730265	ERR5730266	ERR5730267	ERR5730269	ERR5730271	ERR5730272	ERR5730274	ERR5730276	ERR5730278	ERR5730281	ERR5730283	ERR5730284	ERR5730286	SRR14120319	SRR14120318	SRR14120317	SRR14120316	SRR13167947	SRR13167945	SRR13167943	SRR13167941	SRR13167939	SRR13167937	SRR13167946	SRR13167944	SRR13167942	SRR13167940	SRR13167938	SRR13167936
BnaC04LNG0007900.1	0.094969	0.000000	0.000000	0.600419	0.061433	0.983933	0.130764	0.649347	0.000000	0.910445	1.252303	1.388123	0.226182	0.000000	0.514270	1.025774	1.067519	0.869337	0.598273	0.718423	0.702915	0.144539	0.790175	0.996883	0.670957	1.023885	0.994726	0.519440	0.868460	0.427506	0.000000	0.451834	0.487495	0.848909	0.954246	0.000000	0.660578	0.247027	0.069056	0.746957	0.000000	0.000000	0.013933	0.028686	0.000000	0.263781	0.207115	0.191524	0.000000	0.129802	0.170092	0.000000	0.000000	0.000000	0.126404	0.198349	0.000000	0.073389	0.006007	0.032106	0.292675	0.003815	0.084121	0.006770	0.035166	0.030502	0.072806	0.084685	0.026891	0.097595	0.649112	0.000000	0.582265	0.466038	0.549291	0.006520	1.294505	1.042287	1.111357	0.970919	0.000000	0.833051	0.610978	0.459248	0.761256	0.617869	0.998134	1.115157	0.000000	0.000000	0.833269	0.027363	0.000000	0.336094	0.126270	0.000000	0.000000	0.000000	0.000000	1.028831	1.124754	0.000000	0.000000	0.279865	0.000000	0.811761	0.347136	0.761939	1.284395	0.316132	0.532876	1.101513	0.671293	0.426733	0.583243	0.352772	0.338809	1.777746	1.399497	1.052989	1.257316	1.091341	0.925857	1.045018	1.019697	0.666795	0.699852	0.433226	0.772728	0.310715	0.462076	0.333599	0.000000	0.440083	0.563999	0.948597	0.514131	0.282909	0.343170	0.465171	0.427308	0.243832	0.870340	0.309167	0.729544	0.046745	0.200282	0.534973	0.340431	0.523601	0.406919	0.223209	0.366613	0.316680	0.261290	0.862958	1.148354	0.395536	0.497949	0.532240	0.794132	1.028137	0.545316	0.514213	0.567929	1.289016	0.293304	0.230203	0.496537	0.834264	0.318963	0.537583	0.709697	0.615637	0.689794	0.956078	0.282625	0.282531	1.093587	1.164470	0.939780	1.360257	1.339129	0.000000	0.959152	0.971522	0.388581	0.340580	0.851952	0.000000	0.032385	0.000000	0.381221	0.379488	0.000000	0.000000	0.000000	0.598970	0.674427	0.652117	0.641427	0.000000
BnaC04LNG0008000.1	0.002377	0.345194	0.155973	0.400019	0.165738	0.146032	0.163730	0.258839	0.167064	0.228065	0.288038	0.218884	0.805102	0.293671	0.224002	0.357126	0.335831	0.303458	0.272490	0.306295	0.220317	0.249855	0.194150	0.438259	0.512399	0.323030	0.441119	0.283895	0.238694	0.380445	0.503901	0.385732	0.545943	0.287555	0.139512	0.381219	0.167197	0.183920	0.072709	0.063835	0.137711	0.280874	0.038489	0.091920	0.798087	0.703547	0.303390	0.008489	0.944382	0.254854	0.402011	0.609465	0.361782	0.702127	0.613360	0.716998	1.321152	0.770385	0.662534	1.241780	0.199791	0.684638	0.996457	0.679075	0.852030	1.037926	1.267477	1.119992	0.331105	0.490926	0.107665	0.272241	0.141354	0.152925	0.044089	0.038099	0.482310	0.335014	0.421862	0.394868	0.420932	0.350970	0.139405	0.611335	0.107683	0.067632	0.685146	0.055228	0.082695	0.533994	0.113001	0.033933	0.000000	0.000000	0.368159	0.655209	0.000000	0.000000	0.147096	0.000000	0.000000	0.269450	0.047757	0.204396	0.000000	0.832516	0.418972	0.330423	0.463441	0.290043	0.459147	0.330855	0.425291	0.390059	0.249586	0.231732	0.248056	0.316161	0.188731	0.004916	0.320896	0.338285	0.407127	0.247071	0.396025	0.519094	0.000878	0.490973	0.500960	0.447865	0.570223	0.713176	0.000224	0.253588	0.305395	0.364681	0.426547	0.591446	0.586289	0.368264	0.511178	0.565332	0.000825	0.466394	0.515688	0.366647	0.558492	0.426976	0.528415	0.467720	0.458214	0.402680	0.455134	0.547917	0.437738	0.136726	0.400611	0.359649	0.004318	0.445241	0.422199	0.438240	0.363518	0.328891	0.496834	0.352999	0.420983	0.355716	0.486353	0.321464	0.434590	0.321273	0.310661	0.136068	0.260022	0.218106	0.319228	0.288714	0.428776	0.414988	0.372008	0.471535	0.273148	0.218595	0.342342	0.260594	0.478480	0.388682	0.309343	0.435553	0.421711	0.479259	0.726491	0.072818	0.833295	0.261823	0.856883	0.648659	0.235285	0.003920	0.166836	1.354194
BnaC04LNG0008100.1	1.763622	2.511243	3.850093	0.684023	0.000000	0.677683	0.828992	1.758606	0.282752	0.430401	0.550228	0.396091	0.742285	0.436070	0.645120	0.000000	0.604666	0.613934	0.314926	0.231105	0.213899	0.001108	1.761623	0.573425	2.006910	1.603671	1.668105	1.628918	0.223506	1.380043	1.221526	2.052846	4.271308	2.010599	2.203734	2.399212	3.968519	4.280354	3.474464	7.084961	4.192641	5.776174	6.347405	4.728305	0.862473	1.327517	0.008241	1.235724	0.316270	3.889031	3.951168	0.571073	3.909878	3.037941	5.129354	5.139312	11.975024	0.363168	2.571066	2.081384	1.480815	4.065012	1.080508	1.277436	4.858582	0.166946	2.732229	3.123080	10.449120	0.087549	4.013778	4.755756	3.701828	7.091891	4.302927	3.508312	4.445908	3.759589	4.057099	6.373465	11.400381	5.353780	0.816384	1.342482	0.195825	0.409222	2.904058	0.357850	6.469446	16.151724	14.442455	4.357615	3.080471	3.310788	4.589297	3.953629	9.160159	2.971436	4.814122	15.245818	16.657976	0.000000	5.338294	16.079636	3.800884	17.367085	3.419765	3.683647	4.154571	3.161968	4.998710	5.192485	1.126567	8.803056	3.471316	4.211712	10.222354	1.958473	4.020106	3.680638	3.943418	2.158352	5.441923	3.522382	2.543411	6.275135	9.403155	8.688430	3.491472	2.491006	9.546327	6.687767	10.369026	4.220301	9.201800	8.289682	3.399826	3.615467	3.054637	2.900054	4.556350	0.855136	3.471258	3.144148	8.212740	1.752970	2.797933	2.703424	9.917599	3.422783	8.538289	3.852066	4.509583	2.177452	3.117905	6.291845	4.396647	4.983560	10.185234	1.590779	2.675549	6.722340	4.658033	11.157045	1.491971	6.162629	5.537506	3.389776	4.969655	5.754118	10.299229	8.925866	2.769203	5.431637	0.944183	2.699895	1.819141	1.677911	3.592349	1.400505	1.774887	3.386814	2.379707	7.712817	3.849854	2.003777	0.864003	1.550101	7.305204	0.176042	0.586334	1.584015	0.074404	0.197429	0.934642	1.045633	0.735453	1.026048	2.898782	1.110025	0.076649	0.000000
BnaC04LNG0008200.1	0.028602	0.009393	0.055300	0.068518	1.294206	0.110421	0.020562	0.000000	0.031017	0.061344	2.411728	0.076064	0.029570	0.012922	0.006840	0.003696	0.048461	0.000000	1.194178	0.014549	1.253899	1.891980	0.036043	2.795120	0.042228	0.042175	0.061544	0.047325	0.031811	0.056413	0.000000	0.070581	0.011810	0.019530	0.003711	0.188419	0.037587	0.000699	0.092900	0.072439	0.013428	0.005610	0.031527	0.119489	0.003812	2.527035	10.718533	11.942099	5.924684	1.288215	0.001884	5.230691	2.588597	2.914471	4.943614	0.003445	0.002357	1.451670	0.003089	0.006119	4.751331	0.009628	7.136425	7.074592	0.010727	0.001087	0.004175	0.000454	0.000753	0.002145	0.024099	0.161125	0.020355	0.006976	0.003659	1.889391	6.401146	0.032536	0.000000	5.985360	0.020142	9.165797	8.673803	0.020715	0.057001	0.000000	3.841532	0.044360	0.000000	0.038329	0.000000	0.035157	0.000000	0.000000	0.000000	0.070152	0.000081	0.000000	0.000000	0.000000	0.000000	0.000000	0.520364	0.000000	0.000000	0.000778	57.689304	10.491365	0.000000	0.081803	0.105484	7.932588	4.165590	45.827652	77.980965	36.335430	64.093941	4.254311	2.720094	0.011463	2.048645	50.877937	10.441764	2.565992	13.639241	7.748766	1.990645	9.174061	10.783092	14.862052	52.979710	31.912460	16.872732	0.016006	8.792538	5.897724	6.121503	33.975826	3.780916	11.112431	14.913447	0.118475	1.689692	9.828970	13.294711	69.001678	67.119957	62.976967	41.138885	10.013649	9.891539	55.434288	46.002029	31.464167	23.220053	3.456492	1.084340	5.200131	6.341605	9.695435	6.210726	13.593636	38.313995	4.658253	0.928202	6.195230	23.671528	6.032159	16.752132	11.981446	10.604719	44.909607	11.930901	10.833432	9.628139	8.924200	35.215900	0.000000	20.862186	24.598190	3.943111	13.229993	5.248333	11.132961	14.186938	30.449146	0.113486	0.000000	50.254745	14.481788	0.021322	0.021644	0.115094	0.044272	0.000000	0.015392	0.028524	0.016749	0.000932	0.066317	0.061914	0.072204
BnaC04LNG0008300.1	0.967074	1.078818	0.554373	1.265718	0.608496	1.479814	0.342158	1.191924	0.144824	0.722587	0.520930	0.874467	0.346009	0.424851	0.301199	0.615873	0.562569	0.424155	0.729778	0.385076	0.357560	0.572375	0.480477	0.080281	1.294176	1.853529	1.394647	1.658941	1.023095	0.008018	0.319659	0.304147	0.358355	1.089331	0.988885	0.344606	0.358200	0.142685	0.0	0.000000	0.000236	0.000000	0.0	0.0	0.993702	0.798578	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.272278	0.941148	1.058261	1.444397	1.838408	1.062317	2.250133	3.079687	2.973021	3.019307	3.326088	2.844404	2.550956	0.285072	0.878531	3.653065	0.984118	3.704933	0.0	0.0	0.0	0.0	0.027461	0.000000	0.000000	0.035633	0.0	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0	1.202585	2.249316	2.871764	2.329522	2.733898	0.004708	0.005439	0.000000	0.0	0.002684	0.000132	2.825270	2.411825	3.306983	3.581213	0.000000	0.000000	0.000000	0.0	1.549477	1.821960	1.366829	1.915245	1.680361	1.647447	1.718993	1.576815	1.870548	2.116749	1.721825	1.704954	1.988592	1.985530	1.742206	2.166121	0.007341	0.001878	0.004338	0.003507	0.000000	0.000000	0.000000	0.000336	0.002239	0.000000	0.000000	0.000000	0.003081	0.003052	2.210248	1.795096	1.367116	0.000000	0.006598	1.845822	2.061276	1.716100	1.717779	2.338379	2.666109	1.910300	2.504483	0.144843	0.003168	0.000000	0.0	0.000000	0.000298	0.000000	0.003652	0.0	0.000000	3.233201	2.037582	2.830802	3.530899	0.000000	0.009917	0.004762	0.003867	0.000000	0.000000	0.092872	0.123006	0.000000	0.000000	0.005477	0.000000	0.000000	0.000000	0.115960	0.190414	0.005577	0.000000	0.000000	0.173770
BnaC04LNG0008400.1	1.869970	2.431260	1.604719	3.879961	3.663475	3.772675	2.669668	4.001216	2.976514	3.503534	2.080650	2.859069	2.508111	1.908302	2.763816	2.314772	3.928343	3.133930	3.546584	2.447584	1.640700	1.707334	1.531955	2.172248	3.043862	3.266038	3.113207	3.646485	3.788546	4.228382	1.782776	4.249348	4.608641	4.390765	4.591645	2.733781	4.300888	3.474673	3.051677	3.098891	4.313704	3.138127	3.563540	3.770368	5.073116	4.205885	5.227414	5.033831	4.983448	3.875284	4.359621	6.197160	12.567158	12.262918	7.081294	5.264830	6.133410	5.370313	10.639846	6.488960	5.191471	5.938556	11.257131	11.635594	9.552796	5.980227	6.413127	5.354438	5.891287	5.033910	3.571633	3.697968	3.201238	3.904835	4.111424	3.847547	5.905358	6.896682	6.273209	5.768188	6.400133	5.908303	5.490252	6.045370	5.278124	4.593038	6.303048	4.846865	1.736540	1.872870	1.931780	1.391135	0.719604	1.064664	1.888024	1.697420	1.335369	2.082970	1.965501	0.768047	1.311688	0.413719	1.087407	1.019428	1.326464	0.487339	5.132048	4.746006	4.600277	4.073353	4.629877	4.699956	6.201566	5.916881	6.358893	5.598363	5.825464	4.745305	5.996346	4.704046	5.000203	6.863920	6.457237	6.132616	6.828753	6.039602	5.188876	5.942345	6.604364	5.824605	5.154973	6.598632	4.944262	4.950833	4.781161	4.583322	4.476922	4.911682	5.214962	5.221103	4.722016	6.655794	5.982846	7.304209	7.221798	5.545710	6.118465	6.424609	6.812099	5.834565	5.957871	6.383649	6.678954	6.124183	5.394942	5.149138	5.179215	5.134269	6.212254	5.816353	4.827310	5.106765	4.445782	5.621542	4.034030	5.266216	3.672542	4.254612	3.992934	6.763076	5.912272	5.968230	5.135331	4.657384	5.494231	4.584484	3.944040	4.750877	4.931790	6.083149	4.621978	5.247986	4.710874	6.715318	5.965156	5.967668	3.321553	4.342409	3.592969	4.955519	6.234419	6.188191	5.425484	3.488226	5.772573	6.809685	8.458256	7.663854	3.187302	3.541993	3.520085	8.143447
BnaC04LNG0008500.1	0.187964	0.113468	0.009038	0.312670	0.108129	0.011316	1.055683	1.539975	0.000000	0.000000	0.000000	0.129878	1.002326	0.238896	0.167712	1.150367	1.479033	1.233223	1.312852	1.091968	0.763745	1.165652	0.965018	1.074803	0.085592	0.334985	0.000000	0.447574	0.093445	1.113855	0.000000	1.189863	1.056317	1.327461	1.137877	0.485161	0.330868	0.216678	0.488013	0.174561	0.073564	0.000000	0.303773	0.000000	0.758743	0.000000	1.335901	1.548511	1.353104	1.289303	0.996918	1.742582	1.146459	0.788944	2.259867	1.660364	1.402916	1.388720	1.127932	1.576103	2.117667	2.328103	1.009313	1.532337	1.313900	1.305724	1.664142	1.675320	0.615076	1.161958	0.618019	0.787561	0.692724	1.086573	0.975099	0.477831	0.896676	1.700244	1.106366	0.670424	1.525875	1.208462	0.644354	0.000000	0.189688	0.684557	0.587963	0.752734	0.000000	0.000000	0.000000	1.093500	0.000000	0.000000	0.000000	0.105643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.297881	0.000000	0.000000	0.000000	1.483749	1.164917	1.503579	1.224561	1.704867	1.238599	1.616543	1.854592	2.276473	0.907356	1.233879	1.640087	1.608889	0.762324	1.893810	2.128346	1.309051	1.590260	1.614542	1.886217	1.912845	1.011241	1.252057	1.367895	1.878405	1.642819	1.732606	1.212596	1.300515	1.257655	1.526855	1.182502	1.372771	1.348212	1.529178	1.381597	1.458431	1.044605	1.240287	1.310149	1.086353	0.964697	1.339614	1.100215	1.738909	0.979155	1.416150	0.893685	0.988239	1.167930	2.035717	2.119290	1.426779	1.214313	1.017385	2.197620	2.093303	1.411094	1.020594	1.510397	1.453282	2.001359	1.036851	1.746762	1.654248	2.220519	1.581406	1.271912	1.365076	0.995235	0.446237	0.881371	1.634560	1.159187	1.501998	1.578310	2.455520	2.082306	1.298402	1.597120	0.216753	0.000000	0.478218	0.331583	0.000000	0.066986	0.103346	0.000000	0.759492	0.000000	0.000000	0.459638	0.000000	0.558055	0.000000	0.063883
BnaC04LNG0008600.1	11.478236	9.788246	7.506460	7.414372	5.830222	6.311461	4.842862	3.509453	3.332295	5.076279	6.639122	4.580614	5.168202	5.972185	3.671417	5.579484	6.559086	5.209054	3.666562	4.516574	5.561825	5.331049	5.248616	4.412256	5.062001	3.034910	3.598080	2.511418	3.310462	2.014653	0.123908	3.835568	3.142121	0.085741	1.832563	2.646796	4.497080	8.969997	8.189929	6.178730	2.958354	9.391276	6.854952	7.778618	3.830507	5.064164	4.173175	1.371194	4.423785	3.642866	2.922162	5.238708	4.563669	3.248598	3.771911	3.355486	6.970625	5.781093	4.920501	2.806532	1.808307	2.439583	5.833260	6.958189	5.307375	1.241429	1.212108	7.208807	3.724017	4.654732	5.843832	9.267056	6.911514	4.068563	6.765080	8.069456	2.224221	2.985512	1.330536	3.091073	1.804138	2.109267	2.009534	2.502490	2.259915	4.812615	2.405428	2.010126	3.451931	1.923088	1.214471	0.023673	4.598000	5.495854	1.775026	0.000000	6.272334	4.333888	2.466351	2.581425	2.532358	0.414135	2.676326	0.000000	1.369784	2.345304	2.449370	2.460915	1.940123	2.057137	3.080843	1.957353	1.653800	1.800844	0.843110	1.838225	1.784805	2.727363	3.439187	2.903885	2.597175	1.854946	2.912780	1.435187	1.806909	2.846147	2.195999	2.655505	2.172766	2.542295	2.710932	2.357916	2.080028	3.422940	3.082441	2.735348	2.850659	2.411931	3.235004	3.151977	2.917668	1.731598	2.007536	3.168139	2.573482	1.523414	2.530529	1.592849	2.784071	2.144881	1.924022	1.826987	1.282689	2.624915	2.558326	3.025747	2.565680	1.590840	3.060670	2.453446	1.887746	3.143323	2.251201	1.642942	2.979899	2.814118	2.784153	2.531294	1.768394	1.314713	1.499261	1.506014	2.620087	2.464969	2.326785	2.181774	2.068811	1.663311	3.407863	2.509609	3.445055	3.144768	2.332849	2.795984	1.008626	2.083049	2.597783	3.606783	0.715925	4.145216	5.302742	2.942537	7.651557	9.500477	2.496918	1.440827	1.677762	8.308912	1.264356	3.969100	9.620738	2.541634
BnaC04LNG0008700.1	1.175185	1.629951	1.375858	1.471191	2.155950	1.764397	1.553297	1.731899	1.980155	1.427106	2.106328	1.643710	1.457330	1.501052	1.160630	1.634857	1.373056	1.385173	1.379192	1.394324	1.513258	1.033033	1.043807	1.537651	5.428486	4.950279	4.264393	1.990074	2.281682	2.625606	3.726913	3.448567	3.532768	2.045369	1.927081	1.735993	2.095733	1.938618	1.227943	2.020634	1.977871	2.168610	1.860568	2.330691	1.503793	1.278369	0.692591	0.786239	0.595627	1.182334	0.685518	0.467498	0.744177	0.471413	0.399326	0.837033	0.613276	0.528721	0.539562	0.552244	0.633410	1.373590	0.546599	0.387777	0.454693	0.440527	0.487971	0.411853	0.488685	0.816654	1.461821	1.317858	1.554549	0.898313	1.214744	1.176473	3.352669	2.784597	2.993662	2.253454	2.311804	3.041890	2.287320	2.290612	1.761529	1.918493	2.153689	1.613964	0.445149	1.910093	3.486515	2.280195	1.293636	1.690628	0.980476	2.848332	2.310092	0.000000	1.740501	5.474499	0.720079	2.709096	1.805862	1.260290	3.493391	3.318899	2.429289	1.441853	1.466087	1.926191	1.860526	1.584410	2.246963	2.575041	2.472107	1.573558	2.185344	1.688475	1.397900	2.009036	1.253320	2.502258	1.383237	1.485439	1.284130	1.991022	1.477328	1.344739	1.718391	2.500367	2.684911	2.471084	3.043836	1.323622	1.556493	1.483755	1.780713	2.222524	2.287427	1.558536	2.056085	2.146302	2.677373	1.969396	1.839544	2.939430	2.416293	3.046094	2.775693	1.876719	1.898159	1.804160	2.429434	1.940728	2.136625	1.386018	1.566984	2.081567	1.906090	1.090863	1.193087	1.322430	2.178418	2.179577	1.794268	1.607942	1.843481	2.024747	1.310635	1.248219	2.257145	3.154514	1.839500	1.926541	1.554411	1.107616	2.397422	1.765821	1.330132	1.533076	1.951164	1.387887	1.807737	1.985859	1.864907	1.641851	2.126716	3.210630	3.729302	2.549424	1.016042	1.473524	1.720716	1.143551	1.922094	1.068644	1.572280	1.121920	1.217344	1.848892	1.402992	1.563329
BnaC04LNG0008800.1	1.137150	0.000000	0.688058	1.638487	0.000000	1.662406	3.050907	0.000000	0.000000	1.707799	1.207439	1.389591	2.022740	1.162678	0.000000	2.204081	3.463827	0.000000	0.000000	0.000000	2.485003	1.890681	1.850695	0.000000	1.880398	1.966591	2.346811	3.025810	3.260515	0.047740	2.785783	1.949534	0.000000	3.191328	0.000000	3.491554	2.664699	0.000000	0.991743	0.000000	1.688091	1.405943	1.655814	0.000000	3.724380	3.054497	0.000000	0.000000	1.868213	4.827536	0.000000	1.506903	4.273612	0.000000	0.000000	2.115021	1.031848	0.000000	0.000000	1.445152	0.000000	0.000000	3.051843	0.158229	4.262389	0.000000	0.000000	0.000000	0.000000	1.098256	0.000000	0.000000	0.000000	1.063611	0.000000	0.000000	0.000000	2.920017	2.548873	2.847550	2.640132	3.375923	16.894361	1.750324	11.985427	0.000000	3.450619	14.367865	0.000000	2.942206	0.000000	0.681138	0.736131	0.000000	0.000000	1.981605	0.000000	0.806057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.423090	1.688985	0.000000	2.396763	0.000000	0.000000	2.553968	2.726627	2.413615	0.000000	0.000000	1.725242	3.363672	0.000000	0.196351	3.157815	0.000000	0.000000	3.727327	3.003631	0.000000	1.723828	0.000000	0.000000	0.044784	1.767791	0.000000	1.871868	0.000000	2.080923	0.169365	0.000000	0.000000	1.671427	0.000000	0.000000	1.883023	2.324855	2.401605	1.970287	2.038625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.452825	0.000000	0.000000	2.262056	0.000000	0.000000	2.777122	2.823632	2.107881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.059026	1.394222	0.000000	0.000000	2.236186	2.031384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.738669	1.418805	0.000000	0.000000	2.236555	2.700423	0.000000	2.090588	1.633678	1.798115	1.152988	0.598884	2.232593	4.593500	5.821105	0.000000	0.379764	0.753737	0.000000	2.227459
BnaC04LNG0008900.1	0.194211	0.148417	0.176064	0.202580	0.279073	0.242989	0.122536	0.000000	0.275434	0.066031	0.311436	0.429657	0.433090	0.319208	0.262693	0.174304	0.336133	0.301447	0.479401	0.295890	0.245759	0.006486	0.363952	0.173489	0.000000	0.401517	0.000000	0.287825	0.352916	0.658585	0.000000	0.450961	0.450146	0.292668	0.591439	0.350509	0.242519	0.180554	0.000000	0.205306	0.233455	0.184082	0.114084	0.126650	0.555455	0.384071	0.076666	0.299325	0.591691	0.241780	0.258412	0.651732	0.533116	0.596924	0.394063	0.346912	0.597100	0.391289	0.360679	0.298047	0.476184	0.495208	0.337588	0.354594	0.359300	0.335201	0.481947	0.622519	0.294539	0.459795	0.348991	0.581231	0.326753	0.163914	0.366929	0.271462	0.630625	0.421857	0.164286	0.687789	0.566846	0.466032	0.445759	0.857569	0.244646	0.232034	0.548263	0.231057	0.000000	0.000000	0.390530	0.084722	0.000000	0.416916	0.439251	0.000000	0.0	0.322856	0.000000	0.000000	0.000000	0.009571	0.276878	0.000000	1.634897	0.000000	0.553518	0.248024	0.388496	0.343363	0.342191	0.326226	0.403391	0.404460	0.512071	0.174850	0.528899	0.289174	0.332984	0.539343	0.426242	0.645308	0.273971	0.285019	0.653662	0.422574	0.256868	0.423642	0.416403	0.488311	0.453153	0.376211	0.355626	0.212291	0.201710	0.202406	0.296721	0.326495	0.351332	0.460401	0.286650	0.254358	0.357029	0.251341	0.294571	0.335795	0.440391	0.388939	0.472861	0.391148	0.401735	0.272331	0.363388	0.483336	0.227370	0.288865	0.510174	0.353291	0.336166	0.238945	0.350473	0.421125	0.303645	0.392882	0.445825	0.367579	0.355354	0.302729	0.270993	0.340508	0.249732	0.284467	0.341399	0.284741	0.405771	0.000000	0.412944	0.274642	0.302012	0.544197	0.582760	0.490796	0.372774	0.673531	0.513349	0.471903	0.725653	0.000000	0.562922	0.663808	0.135355	0.166209	0.054160	0.272681	0.512654	0.901564	0.590523	1.281212	0.145823	0.087897	0.071794	0.974962
BnaC04LNG0009000.1	0.000000	0.588410	0.178594	0.000000	0.000000	0.019536	0.065103	0.838594	0.135265	0.000000	0.136739	0.107457	0.245655	0.235034	0.081516	0.086921	0.037039	0.638199	0.443199	0.071532	0.150708	0.213107	0.155575	0.166765	0.000000	0.000000	1.541423	0.262556	0.252631	0.000000	0.249426	0.000000	2.027063	1.328336	0.854514	0.278164	0.382410	0.000000	0.080792	0.309411	0.000000	0.340336	0.000000	0.500047	1.548613	6.113177	3.234001	3.554448	7.110703	3.183810	2.306152	1.609884	10.794709	8.890105	3.790798	2.564130	7.013873	8.046328	11.525255	3.525000	3.557300	1.960078	10.410353	10.215662	10.479422	4.926753	4.706360	0.000000	2.364381	0.346957	0.436523	0.370998	0.460933	1.375163	0.000000	0.020054	3.086122	5.249428	2.878905	2.817706	4.344851	0.441141	1.269731	6.885738	0.063251	0.256772	8.111891	0.709522	4.542549	0.436528	0.405963	0.555206	0.152613	0.000000	0.207429	1.986539	2.294956	0.054562	0.270603	0.000000	15.062152	14.902641	4.766744	4.471632	0.000000	0.000000	5.780698	1.302283	3.807762	1.412436	1.999334	0.000000	0.000000	0.624548	0.000000	4.465761	1.565883	0.239853	1.232865	0.191152	1.998824	0.000000	0.298163	2.208588	0.000000	4.093325	2.454113	2.936462	4.270392	3.623502	6.175427	5.455637	2.471796	0.697017	2.682829	0.000000	1.155784	1.420157	1.354697	4.713354	0.369995	0.731307	0.851815	0.000000	0.000000	1.240388	1.687472	1.242360	0.000000	0.000000	0.837048	4.945643	0.000000	1.366781	2.052191	0.810047	1.931906	4.548189	2.571157	0.000000	0.669155	5.451669	0.000000	3.197594	0.478843	4.150919	0.000000	3.298632	0.575039	0.000000	0.355617	0.000000	0.000000	0.000000	0.897638	0.000000	0.926835	0.000000	3.255831	0.000000	0.911620	2.717075	0.317683	0.186379	0.295225	0.000000	3.421561	3.038563	1.233003	6.002218	1.866681	1.740873	0.000000	0.000000	1.224947	0.000000	1.162607	2.217326	0.227358	0.470408	0.000000	1.547453
