BioProject ID	Run ID	Organ	Stage-Cultivar	Experiment	Description
PRJNA559661	SRR9944840	top shoot	ZS11-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944841	top shoot	ZS11-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944833	top shoot	ZY-4-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944826	top shoot	ZY-4-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944827	top shoot	ZY-4-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944854	top shoot	ZY-8-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944855	top shoot	ZY-8-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944820	top shoot	ZY-8-D7-TSH	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944838	first ture leaf	ZS11-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944839	first ture leaf	ZS11-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944836	first ture leaf	ZS11-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944828	first ture leaf	ZY-4-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944829	first ture leaf	ZY-4-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944834	first ture leaf	ZY-4-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944819	first ture leaf	ZY-8-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944822	first ture leaf	ZY-8-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944821	first ture leaf	ZY-8-D9-FTL	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944844	cotyledon	ZS11-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944845	cotyledon	ZS11-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944842	cotyledon	ZS11-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944830	cotyledon	ZY-4-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944831	cotyledon	ZY-4-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944832	cotyledon	ZY-4-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944851	cotyledon	ZY-8-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944852	cotyledon	ZY-8-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
PRJNA559661	SRR9944853	cotyledon	ZY-8-D7-CO	carotene biosynthesis (leaf-top shoot-cotyledon)	The transcriptomes comparision of ZY-4 and ZY-8 (two variegated mutants) to ZS11 (conventional cultivar) for cotyledons of seven days after seeded (7 DAS), shoot meristem of 7 DAS, first true leaf of 9 DAS, first true leaf of 11 DAS, and first true leaf of 13 DAS to underestand carotene biosynthesis
